"","weeks","year","Temperature","sd"
"1","first week","2003",23.6213820729974,1.0210458332525
"2","first week","2003",23.9766216283048,1.0210458332525
"3","first week","2003",24.0348376097072,1.0210458332525
"4","first week","2003",23.9504547115792,1.0210458332525
"5","first week","2003",24.3263787000902,1.0210458332525
"6","first week","2003",24.4961050052458,1.0210458332525
"7","first week","2003",24.54659410354,1.0210458332525
"8","second week","2003",24.3610883900338,1.0210458332525
"9","second week","2003",24.8201615135264,1.0210458332525
"10","second week","2003",24.9454507131882,1.0210458332525
"11","second week","2003",24.4571047852805,1.0210458332525
"12","second week","2003",24.2226154639623,1.0210458332525
"13","second week","2003",24.9087930276244,1.0210458332525
"14","second week","2003",24.8124502790881,1.0210458332525
"15","third week","2003",24.7310211688598,1.0210458332525
"16","third week","2003",25.0220393651173,1.0210458332525
"17","third week","2003",24.3311321575786,1.0210458332525
"18","third week","2003",25.2258800886458,1.0210458332525
"19","third week","2003",25.2989380975157,1.0210458332525
"20","third week","2003",25.2419367837306,1.0210458332525
"21","fourth week","2003",25.691075647588,1.0210458332525
"22","fourth week","2003",25.9728853978891,1.0210458332525
"23","fourth week","2003",26.1422377707719,1.0210458332525
"24","fourth week","2003",26.5880660723771,1.0210458332525
"25","fourth week","2003",26.7119329226064,1.0210458332525
"26","fourth week","2003",26.5430369603649,1.0210458332525
"27","fourth week","2003",26.2908197327762,1.0210458332525
"28","fourth week","2003",25.8535432623058,1.0210458332525
"29","fourth week","2003",25.9743094969483,1.0210458332525
"30","fourth week","2003",26.6203058252232,1.0210458332525
"31","fourth week","2003",26.6094306468884,1.0210458332525
"32","first week","2004",24.9441327020626,1.0210458332525
"33","first week","2004",25.2107103555855,1.0210458332525
"34","first week","2004",25.3814000203406,1.0210458332525
"35","first week","2004",25.2354141962389,1.0210458332525
"36","first week","2004",25.4535924028443,1.0210458332525
"37","first week","2004",25.4748163018189,1.0210458332525
"38","first week","2004",25.726990394954,1.0210458332525
"39","second week","2004",25.6534386369215,1.0210458332525
"40","second week","2004",25.8656982367319,1.0210458332525
"41","second week","2004",25.9739191725241,1.0210458332525
"42","second week","2004",26.1711847931148,1.0210458332525
"43","second week","2004",26.2597757994526,1.0210458332525
"44","second week","2004",26.2651133785461,1.0210458332525
"45","second week","2004",26.315760712352,1.0210458332525
"46","third week","2004",26.4783973634086,1.0210458332525
"47","third week","2004",26.5322139738879,1.0210458332525
"48","third week","2004",26.5699916841067,1.0210458332525
"49","third week","2004",26.3137812870863,1.0210458332525
"50","third week","2004",25.9419311016537,1.0210458332525
"51","third week","2004",26.0610800220235,1.0210458332525
"52","fourth week","2004",26.0948932043088,1.0210458332525
"53","fourth week","2004",25.8402411378252,1.0210458332525
"54","fourth week","2004",25.8584685615743,1.0210458332525
"55","fourth week","2004",26.0654445286697,1.0210458332525
"56","fourth week","2004",26.0905927348021,1.0210458332525
"57","fourth week","2004",26.124246374315,1.0210458332525
"58","fourth week","2004",25.7594282076147,1.0210458332525
"59","fourth week","2004",24.9819424344842,1.0210458332525
"60","fourth week","2004",25.5110587995076,1.0210458332525
"61","fourth week","2004",25.4526590055568,1.0210458332525
"62","fourth week","2004",26.8638176515245,1.0210458332525
"63","first week","2005",24.1267472404765,1.0210458332525
"64","first week","2005",24.1396391000766,1.0210458332525
"65","first week","2005",24.0280092231698,1.0210458332525
"66","first week","2005",24.4909175896391,1.0210458332525
"67","first week","2005",24.742374941036,1.0210458332525
"68","first week","2005",24.9193306772665,1.0210458332525
"69","first week","2005",24.8954326232672,1.0210458332525
"70","second week","2005",25.4133782022683,1.0210458332525
"71","second week","2005",24.9244154800836,1.0210458332525
"72","second week","2005",25.0154817971495,1.0210458332525
"73","second week","2005",25.1650006511106,1.0210458332525
"74","second week","2005",25.2836334713197,1.0210458332525
"75","second week","2005",25.3814139132688,1.0210458332525
"76","second week","2005",25.4892933633243,1.0210458332525
"77","third week","2005",25.3188646335291,1.0210458332525
"78","third week","2005",25.6121422846669,1.0210458332525
"79","third week","2005",25.5435919462362,1.0210458332525
"80","third week","2005",25.8947327403746,1.0210458332525
"81","third week","2005",25.2681167507873,1.0210458332525
"82","third week","2005",25.4437010942823,1.0210458332525
"83","fourth week","2005",25.6385711327357,1.0210458332525
"84","fourth week","2005",25.6245949567826,1.0210458332525
"85","fourth week","2005",26.0283000790151,1.0210458332525
"86","fourth week","2005",25.8317170509065,1.0210458332525
"87","fourth week","2005",26.1721020384647,1.0210458332525
"88","fourth week","2005",26.3324740987372,1.0210458332525
"89","fourth week","2005",26.5281562357532,1.0210458332525
"90","fourth week","2005",26.6306928846959,1.0210458332525
"91","fourth week","2005",26.9073279219979,1.0210458332525
"92","fourth week","2005",26.9345537372934,1.0210458332525
"93","fourth week","2005",26.8415787651233,1.0210458332525
"94","first week","2006",24.7641566969488,1.0210458332525
"95","first week","2006",23.9812112092221,1.0210458332525
"96","first week","2006",24.4865200648781,1.0210458332525
"97","first week","2006",24.2271404540507,1.0210458332525
"98","first week","2006",24.7796247776972,1.0210458332525
"99","first week","2006",24.5184302432196,1.0210458332525
"100","first week","2006",24.5497120949493,1.0210458332525
"101","second week","2006",24.5560525074135,1.0210458332525
"102","second week","2006",24.5381504192715,1.0210458332525
"103","second week","2006",24.870778018368,1.0210458332525
"104","second week","2006",24.3670423264162,1.0210458332525
"105","second week","2006",24.8007469682797,1.0210458332525
"106","second week","2006",24.2930651013445,1.0210458332525
"107","second week","2006",24.9582869854837,1.0210458332525
"108","third week","2006",25.2186433212115,1.0210458332525
"109","third week","2006",25.4891595352598,1.0210458332525
"110","third week","2006",25.3802738597272,1.0210458332525
"111","third week","2006",25.1250273936834,1.0210458332525
"112","third week","2006",25.4845507659352,1.0210458332525
"113","third week","2006",25.3493518096598,1.0210458332525
"114","fourth week","2006",25.7112795952251,1.0210458332525
"115","fourth week","2006",25.8244916258964,1.0210458332525
"116","fourth week","2006",25.91122145016,1.0210458332525
"117","fourth week","2006",25.9313304222411,1.0210458332525
"118","fourth week","2006",25.7890194620003,1.0210458332525
"119","fourth week","2006",26.0939360595984,1.0210458332525
"120","fourth week","2006",26.1475312670074,1.0210458332525
"121","fourth week","2006",26.0872852532635,1.0210458332525
"122","fourth week","2006",26.3414773154296,1.0210458332525
"123","fourth week","2006",26.7048699021521,1.0210458332525
"124","fourth week","2006",26.5200005727329,1.0210458332525
"125","first week","2007",24.4246040257964,1.0210458332525
"126","first week","2007",24.0144457719601,1.0210458332525
"127","first week","2007",24.3518918235989,1.0210458332525
"128","first week","2007",24.6247517872234,1.0210458332525
"129","first week","2007",24.9301869269321,1.0210458332525
"130","first week","2007",25.1166468940146,1.0210458332525
"131","first week","2007",25.2939998447232,1.0210458332525
"132","second week","2007",25.5105347743677,1.0210458332525
"133","second week","2007",25.8577855540301,1.0210458332525
"134","second week","2007",24.8706583095261,1.0210458332525
"135","second week","2007",24.8009592739289,1.0210458332525
"136","second week","2007",25.2413498881801,1.0210458332525
"137","second week","2007",24.8370710079367,1.0210458332525
"138","second week","2007",25.4725059751477,1.0210458332525
"139","third week","2007",25.2884159328493,1.0210458332525
"140","third week","2007",25.3354671308941,1.0210458332525
"141","third week","2007",25.6421130676027,1.0210458332525
"142","third week","2007",25.7252460003384,1.0210458332525
"143","third week","2007",25.8307572692804,1.0210458332525
"144","third week","2007",25.5960767552104,1.0210458332525
"145","fourth week","2007",25.7338327581373,1.0210458332525
"146","fourth week","2007",25.7939062481445,1.0210458332525
"147","fourth week","2007",25.8488719145166,1.0210458332525
"148","fourth week","2007",25.9536941319007,1.0210458332525
"149","fourth week","2007",25.8846164370711,1.0210458332525
"150","fourth week","2007",26.0745260838556,1.0210458332525
"151","fourth week","2007",26.4381940626748,1.0210458332525
"152","fourth week","2007",26.6960569429792,1.0210458332525
"153","fourth week","2007",26.689741383912,1.0210458332525
"154","fourth week","2007",26.543061588437,1.0210458332525
"155","fourth week","2007",26.8281448733859,1.0210458332525
"156","first week","2008",24.8992676650323,1.0210458332525
"157","first week","2008",25.015176910003,1.0210458332525
"158","first week","2008",24.9329800252287,1.0210458332525
"159","first week","2008",24.8988300649145,1.0210458332525
"160","first week","2008",24.7820042701426,1.0210458332525
"161","first week","2008",25.2600947832554,1.0210458332525
"162","first week","2008",24.8228687730401,1.0210458332525
"163","second week","2008",25.5890532187242,1.0210458332525
"164","second week","2008",25.5029533941589,1.0210458332525
"165","second week","2008",25.6973417775583,1.0210458332525
"166","second week","2008",25.701865744963,1.0210458332525
"167","second week","2008",25.9015367027922,1.0210458332525
"168","second week","2008",25.6929868538014,1.0210458332525
"169","second week","2008",25.246519207016,1.0210458332525
"170","third week","2008",25.7264674482244,1.0210458332525
"171","third week","2008",25.4353740670436,1.0210458332525
"172","third week","2008",25.6324665389904,1.0210458332525
"173","third week","2008",25.2006965389622,1.0210458332525
"174","third week","2008",25.5202838306114,1.0210458332525
"175","third week","2008",25.3705182413064,1.0210458332525
"176","fourth week","2008",25.0633887015346,1.0210458332525
"177","fourth week","2008",25.4341391926703,1.0210458332525
"178","fourth week","2008",25.0453488314051,1.0210458332525
"179","fourth week","2008",25.69418441613,1.0210458332525
"180","fourth week","2008",25.2067778946976,1.0210458332525
"181","fourth week","2008",25.9101605049845,1.0210458332525
"182","fourth week","2008",26.4502068897971,1.0210458332525
"183","fourth week","2008",26.6344492751142,1.0210458332525
"184","fourth week","2008",26.6780312147846,1.0210458332525
"185","fourth week","2008",26.486613422912,1.0210458332525
"186","fourth week","2008",26.6570253841143,1.0210458332525
"187","first week","2009",25.8166897832246,1.0210458332525
"188","first week","2009",25.7180662652605,1.0210458332525
"189","first week","2009",25.2326833505163,1.0210458332525
"190","first week","2009",25.567948866714,1.0210458332525
"191","first week","2009",25.4974301742488,1.0210458332525
"192","first week","2009",25.3563941892492,1.0210458332525
"193","first week","2009",25.8524965319783,1.0210458332525
"194","second week","2009",25.4228287000482,1.0210458332525
"195","second week","2009",25.0496099928614,1.0210458332525
"196","second week","2009",25.8401936198997,1.0210458332525
"197","second week","2009",25.8687514272891,1.0210458332525
"198","second week","2009",25.811354088143,1.0210458332525
"199","second week","2009",24.1755356915187,1.0210458332525
"200","second week","2009",26.6745843094369,1.0210458332525
"201","third week","2009",25.0549803975401,1.0210458332525
"202","third week","2009",25.2099903908321,1.0210458332525
"203","third week","2009",25.8052683072608,1.0210458332525
"204","third week","2009",26.0820743969721,1.0210458332525
"205","third week","2009",26.2278634718495,1.0210458332525
"206","third week","2009",26.3705202439063,1.0210458332525
"207","fourth week","2009",26.4505750295511,1.0210458332525
"208","fourth week","2009",26.5713902239844,1.0210458332525
"209","fourth week","2009",26.4646336211427,1.0210458332525
"210","fourth week","2009",26.7742268321049,1.0210458332525
"211","fourth week","2009",26.8264267018445,1.0210458332525
"212","fourth week","2009",26.9817634994747,1.0210458332525
"213","fourth week","2009",26.4505096851847,1.0210458332525
"214","fourth week","2009",26.7604215308564,1.0210458332525
"215","fourth week","2009",26.9982423210705,1.0210458332525
"216","fourth week","2009",26.5896056689779,1.0210458332525
"217","fourth week","2009",27.1914749635392,1.0210458332525
"218","first week","2010",26.5400865239951,1.0210458332525
"219","first week","2010",26.546892132851,1.0210458332525
"220","first week","2010",26.6582024290081,1.0210458332525
"221","first week","2010",26.8319809935861,1.0210458332525
"222","first week","2010",26.4244165352691,1.0210458332525
"223","first week","2010",26.3337731756528,1.0210458332525
"224","first week","2010",26.3704947196243,1.0210458332525
"225","second week","2010",26.4980506633124,1.0210458332525
"226","second week","2010",26.6689439689056,1.0210458332525
"227","second week","2010",26.6071489682492,1.0210458332525
"228","second week","2010",26.9740032995231,1.0210458332525
"229","second week","2010",26.8767432487514,1.0210458332525
"230","second week","2010",26.7824811987437,1.0210458332525
"231","second week","2010",26.8437758227591,1.0210458332525
"232","third week","2010",26.6496782144216,1.0210458332525
"233","third week","2010",26.9496063935141,1.0210458332525
"234","third week","2010",27.0244829264962,1.0210458332525
"235","third week","2010",26.8749694271289,1.0210458332525
"236","third week","2010",25.5366496755168,1.0210458332525
"237","third week","2010",27.0748773067013,1.0210458332525
"238","fourth week","2010",27.5317810621896,1.0210458332525
"239","fourth week","2010",27.6106755936361,1.0210458332525
"240","fourth week","2010",27.3215999797828,1.0210458332525
"241","fourth week","2010",27.7839806122236,1.0210458332525
"242","fourth week","2010",27.730935768531,1.0210458332525
"243","fourth week","2010",27.481638127654,1.0210458332525
"244","fourth week","2010",28.1755291587006,1.0210458332525
"245","fourth week","2010",28.4433699134264,1.0210458332525
"246","fourth week","2010",28.7113614419402,1.0210458332525
"247","fourth week","2010",28.7028370579913,1.0210458332525
"248","fourth week","2010",28.8248714262364,1.0210458332525
"249","first week","2011",25.7341068055599,1.0210458332525
"250","first week","2011",25.9845238259149,1.0210458332525
"251","first week","2011",25.6604217627735,1.0210458332525
"252","first week","2011",26.1090149553637,1.0210458332525
"253","first week","2011",26.3400361901935,1.0210458332525
"254","first week","2011",26.3700944251141,1.0210458332525
"255","first week","2011",26.2448586404101,1.0210458332525
"256","second week","2011",26.6304947846388,1.0210458332525
"257","second week","2011",26.1888074248062,1.0210458332525
"258","second week","2011",25.5029022021634,1.0210458332525
"259","second week","2011",26.0051028597371,1.0210458332525
"260","second week","2011",25.921957587511,1.0210458332525
"261","second week","2011",26.3280307218379,1.0210458332525
"262","second week","2011",26.335763158804,1.0210458332525
"263","third week","2011",25.969010997592,1.0210458332525
"264","third week","2011",25.1605617618913,1.0210458332525
"265","third week","2011",26.1960962553337,1.0210458332525
"266","third week","2011",26.5641938781097,1.0210458332525
"267","third week","2011",25.852342340153,1.0210458332525
"268","third week","2011",26.3731140350209,1.0210458332525
"269","fourth week","2011",26.4392253905246,1.0210458332525
"270","fourth week","2011",26.7826476819981,1.0210458332525
"271","fourth week","2011",26.5783016083262,1.0210458332525
"272","fourth week","2011",27.0012377142323,1.0210458332525
"273","fourth week","2011",26.7313066333265,1.0210458332525
"274","fourth week","2011",26.5630375015079,1.0210458332525
"275","fourth week","2011",27.1054489739779,1.0210458332525
"276","fourth week","2011",26.5705772232366,1.0210458332525
"277","fourth week","2011",27.1811759263608,1.0210458332525
"278","fourth week","2011",27.7251115565141,1.0210458332525
"279","fourth week","2011",27.9206631517751,1.0210458332525
"280","first week","2012",24.4466882168862,1.0210458332525
"281","first week","2012",24.1156584567889,1.0210458332525
"282","first week","2012",23.3371551096279,1.0210458332525
"283","first week","2012",24.2953558114188,1.0210458332525
"284","first week","2012",24.9515092424067,1.0210458332525
"285","first week","2012",25.1933574220934,1.0210458332525
"286","first week","2012",25.4699962886819,1.0210458332525
"287","second week","2012",25.4565638893721,1.0210458332525
"288","second week","2012",25.6312145872957,1.0210458332525
"289","second week","2012",25.507811158251,1.0210458332525
"290","second week","2012",25.7790390628525,1.0210458332525
"291","second week","2012",25.9902785719873,1.0210458332525
"292","second week","2012",26.3827978247945,1.0210458332525
"293","second week","2012",26.6686299933405,1.0210458332525
"294","third week","2012",26.4715264523404,1.0210458332525
"295","third week","2012",26.9233715916527,1.0210458332525
"296","third week","2012",26.3456452246399,1.0210458332525
"297","third week","2012",25.7922686168895,1.0210458332525
"298","third week","2012",26.8831228815989,1.0210458332525
"299","third week","2012",26.7960461681678,1.0210458332525
"300","fourth week","2012",26.293127868279,1.0210458332525
"301","fourth week","2012",25.8573240205222,1.0210458332525
"302","fourth week","2012",25.91358725575,1.0210458332525
"303","fourth week","2012",26.1090321078641,1.0210458332525
"304","fourth week","2012",26.6952225270475,1.0210458332525
"305","fourth week","2012",26.5442625125253,1.0210458332525
"306","fourth week","2012",26.3845903193493,1.0210458332525
"307","fourth week","2012",26.1660359833573,1.0210458332525
"308","fourth week","2012",26.1781155126967,1.0210458332525
"309","fourth week","2012",26.4537361640696,1.0210458332525
"310","fourth week","2012",26.4796091087788,1.0210458332525
"311","first week","2013",25.7665891676616,1.0210458332525
"312","first week","2013",25.4234402090398,1.0210458332525
"313","first week","2013",25.2237572177557,1.0210458332525
"314","first week","2013",25.7334690654565,1.0210458332525
"315","first week","2013",25.4880145360386,1.0210458332525
"316","first week","2013",26.0186651161119,1.0210458332525
"317","first week","2013",25.8155183461151,1.0210458332525
"318","second week","2013",25.2562372337437,1.0210458332525
"319","second week","2013",25.5278766882669,1.0210458332525
"320","second week","2013",25.3002829396492,1.0210458332525
"321","second week","2013",26.2305862681608,1.0210458332525
"322","second week","2013",26.2596197663341,1.0210458332525
"323","second week","2013",26.0857040944077,1.0210458332525
"324","second week","2013",24.5166819615151,1.0210458332525
"325","third week","2013",24.2764420895502,1.0210458332525
"326","third week","2013",25.6312771258156,1.0210458332525
"327","third week","2013",26.0231875397388,1.0210458332525
"328","third week","2013",26.3894941513326,1.0210458332525
"329","third week","2013",26.4226088503369,1.0210458332525
"330","third week","2013",26.836159701091,1.0210458332525
"331","fourth week","2013",26.7880998379205,1.0210458332525
"332","fourth week","2013",26.77051284064,1.0210458332525
"333","fourth week","2013",26.8550888985487,1.0210458332525
"334","fourth week","2013",26.6794367490927,1.0210458332525
"335","fourth week","2013",26.4705524258893,1.0210458332525
"336","fourth week","2013",26.4428151661612,1.0210458332525
"337","fourth week","2013",26.806773554819,1.0210458332525
"338","fourth week","2013",25.8365424089336,1.0210458332525
"339","fourth week","2013",26.8751216819029,1.0210458332525
"340","fourth week","2013",26.7906455550285,1.0210458332525
"341","fourth week","2013",27.1289029328306,1.0210458332525
"342","first week","2014",24.7089243816997,1.0210458332525
"343","first week","2014",25.0731104121409,1.0210458332525
"344","first week","2014",25.1170623756528,1.0210458332525
"345","first week","2014",25.6014162003177,1.0210458332525
"346","first week","2014",25.0074239405315,1.0210458332525
"347","first week","2014",25.2918968530051,1.0210458332525
"348","first week","2014",25.5638131758326,1.0210458332525
"349","second week","2014",26.1501655076324,1.0210458332525
"350","second week","2014",25.9670067112588,1.0210458332525
"351","second week","2014",26.0184449522115,1.0210458332525
"352","second week","2014",25.9552238554465,1.0210458332525
"353","second week","2014",26.3117702452194,1.0210458332525
"354","second week","2014",26.431239772924,1.0210458332525
"355","second week","2014",26.4483473412025,1.0210458332525
"356","third week","2014",26.3842449241324,1.0210458332525
"357","third week","2014",26.4270190838304,1.0210458332525
"358","third week","2014",26.1267762639987,1.0210458332525
"359","third week","2014",26.1765851627542,1.0210458332525
"360","third week","2014",26.5286449491324,1.0210458332525
"361","third week","2014",26.7277999290568,1.0210458332525
"362","fourth week","2014",26.7484106346933,1.0210458332525
"363","fourth week","2014",26.6205512770592,1.0210458332525
"364","fourth week","2014",27.0952083016292,1.0210458332525
"365","fourth week","2014",27.3429804503284,1.0210458332525
"366","fourth week","2014",27.4316841504267,1.0210458332525
"367","fourth week","2014",27.2868358582212,1.0210458332525
"368","fourth week","2014",27.0479108903052,1.0210458332525
"369","fourth week","2014",28.1088508265421,1.0210458332525
"370","fourth week","2014",27.9221352635642,1.0210458332525
"371","fourth week","2014",27.6748144701771,1.0210458332525
"372","fourth week","2014",28.3797364996475,1.0210458332525
"373","first week","2015",26.3918828429643,1.0210458332525
"374","first week","2015",26.5646020744483,1.0210458332525
"375","first week","2015",27.0119355239807,1.0210458332525
"376","first week","2015",26.4901947668825,1.0210458332525
"377","first week","2015",26.0320881735596,1.0210458332525
"378","first week","2015",26.038415301856,1.0210458332525
"379","first week","2015",25.3945791267101,1.0210458332525
"380","second week","2015",25.5880245996878,1.0210458332525
"381","second week","2015",25.2016037747706,1.0210458332525
"382","second week","2015",26.1350581986852,1.0210458332525
"383","second week","2015",26.110499013484,1.0210458332525
"384","second week","2015",25.8465764337782,1.0210458332525
"385","second week","2015",26.4687672475729,1.0210458332525
"386","second week","2015",26.7542915368264,1.0210458332525
"387","third week","2015",26.7271216897475,1.0210458332525
"388","third week","2015",26.6529561301224,1.0210458332525
"389","third week","2015",27.0514012934353,1.0210458332525
"390","third week","2015",27.4622489518918,1.0210458332525
"391","third week","2015",27.6642361352306,1.0210458332525
"392","third week","2015",27.9064715820952,1.0210458332525
"393","fourth week","2015",27.7223690871971,1.0210458332525
"394","fourth week","2015",27.8771490460291,1.0210458332525
"395","fourth week","2015",27.4753561367012,1.0210458332525
"396","fourth week","2015",28.1265925576944,1.0210458332525
"397","fourth week","2015",28.2965488944585,1.0210458332525
"398","fourth week","2015",28.5489308088566,1.0210458332525
"399","fourth week","2015",28.5075888260264,1.0210458332525
"400","fourth week","2015",28.5644119057052,1.0210458332525
"401","fourth week","2015",28.6148990769975,1.0210458332525
"402","fourth week","2015",28.2014254156125,1.0210458332525
"403","fourth week","2015",28.7090572803219,1.0210458332525
"404","first week","2016",26.4402424286629,1.0210458332525
"405","first week","2016",24.9521715955405,1.0210458332525
"406","first week","2016",25.8571353443781,1.0210458332525
"407","first week","2016",22.992631065022,1.0210458332525
"408","first week","2016",26.3079339574264,1.0210458332525
"409","first week","2016",26.5829776666937,1.0210458332525
"410","first week","2016",26.4910687105995,1.0210458332525
"411","second week","2016",26.210898571592,1.0210458332525
"412","second week","2016",26.6985852034251,1.0210458332525
"413","second week","2016",27.1889320479344,1.0210458332525
"414","second week","2016",25.7477923239003,1.0210458332525
"415","second week","2016",26.1873566354745,1.0210458332525
"416","second week","2016",26.7029472318519,1.0210458332525
"417","second week","2016",27.2799066349253,1.0210458332525
"418","third week","2016",26.7518977264963,1.0210458332525
"419","third week","2016",27.0213755915618,1.0210458332525
"420","third week","2016",27.2670067434761,1.0210458332525
"421","third week","2016",27.1144016958031,1.0210458332525
"422","third week","2016",27.5002953826296,1.0210458332525
"423","third week","2016",27.3766782967929,1.0210458332525
"424","fourth week","2016",27.5311835638057,1.0210458332525
"425","fourth week","2016",27.5374927107037,1.0210458332525
"426","fourth week","2016",27.5900379635615,1.0210458332525
"427","fourth week","2016",27.4764828532343,1.0210458332525
"428","fourth week","2016",27.5837009757503,1.0210458332525
"429","fourth week","2016",27.528210860865,1.0210458332525
"430","fourth week","2016",27.2459828744883,1.0210458332525
"431","fourth week","2016",27.7264500813058,1.0210458332525
"432","fourth week","2016",27.3968081488206,1.0210458332525
"433","fourth week","2016",28.3068029132484,1.0210458332525
"434","fourth week","2016",28.4187773054284,1.0210458332525
"435","first week","2017",26.7389164815465,1.0210458332525
"436","first week","2017",27.0282765113115,1.0210458332525
"437","first week","2017",27.1103650319366,1.0210458332525
"438","first week","2017",27.1509633570926,1.0210458332525
"439","first week","2017",27.1744679118415,1.0210458332525
"440","first week","2017",26.9919372607608,1.0210458332525
"441","first week","2017",26.6113091321533,1.0210458332525
"442","second week","2017",26.4261889172587,1.0210458332525
"443","second week","2017",25.9327593761099,1.0210458332525
"444","second week","2017",26.5282816215529,1.0210458332525
"445","second week","2017",26.4369806343839,1.0210458332525
"446","second week","2017",27.2433967454254,1.0210458332525
"447","second week","2017",27.3191856828049,1.0210458332525
"448","second week","2017",27.4830070977892,1.0210458332525
"449","third week","2017",27.5792291864166,1.0210458332525
"450","third week","2017",27.4779134580499,1.0210458332525
"451","third week","2017",27.4484875945011,1.0210458332525
"452","third week","2017",27.5844524850277,1.0210458332525
"453","third week","2017",27.5140491362568,1.0210458332525
"454","third week","2017",27.5970043484022,1.0210458332525
"455","fourth week","2017",27.7340985189773,1.0210458332525
"456","fourth week","2017",27.6218612477521,1.0210458332525
"457","fourth week","2017",27.2771516550046,1.0210458332525
"458","fourth week","2017",27.5130637083254,1.0210458332525
"459","fourth week","2017",27.2645290490684,1.0210458332525
"460","fourth week","2017",27.4467678793218,1.0210458332525
"461","fourth week","2017",27.336154438776,1.0210458332525
"462","fourth week","2017",27.4521091236464,1.0210458332525
"463","fourth week","2017",27.2856179246017,1.0210458332525
"464","fourth week","2017",27.6410953197451,1.0210458332525
"465","fourth week","2017",27.5911512374434,1.0210458332525
